,gender,age,state,Household Size,Household Income,income
30700,Male,54.0,Sabah,6 orang dan lebih,8323.667,2677.3333
30704,Male,34.0,Sabah,4 orang,8325.083,5413.0835
30716,Male,52.0,Sabah,3 orang,8329.417,8329.417
30718,Male,44.0,Sabah,5 orang,8329.583,3222.25
30742,Male,47.0,Sabah,6 orang dan lebih,8342.583,4008.3333
30743,Male,33.0,Sabah,4 orang,8343.0,3338.0
30752,Male,44.0,Sabah,6 orang dan lebih,8348.167,3648.3333
30755,Male,54.0,Sabah,4 orang,8350.167,5987.6665
30757,Male,48.0,Sabah,1 orang,8353.167,8353.167
30766,Female,57.0,Sabah,2 orang,8358.333,8291.667
30782,Male,67.0,Sabah,3 orang,8365.167,8365.167
30787,Male,65.0,Sabah,1 orang,8367.417,8367.417
30792,Female,47.0,Sabah,4 orang,8370.5,8370.5
30794,Female,27.0,Sabah,1 orang,8371.333,8371.333
30805,Male,56.0,Sabah,4 orang,8377.333,8377.333
30813,Female,32.0,Sabah,2 orang,8386.75,4553.9165
30817,Male,38.0,Sabah,1 orang,8388.333,8388.333
30820,Female,51.0,Sabah,6 orang dan lebih,8394.0,6798.25
30844,Male,37.0,Sabah,3 orang,8408.667,3805.0
30845,Female,58.0,Sabah,2 orang,8409.0,7359.0
30847,Male,34.0,Sabah,3 orang,8409.667,6566.6665
30853,Male,42.0,Sabah,2 orang,8412.0,3302.0
30856,Male,67.0,Sabah,6 orang dan lebih,8412.5,4691.6665
30872,Male,51.0,Sabah,5 orang,8421.917,4622.8335
30876,Male,87.0,Sabah,4 orang,8425.667,1866.8334
30885,Female,51.0,Sabah,6 orang dan lebih,8431.167,2111.75
30886,Male,40.0,Sabah,4 orang,8431.333,4005.6667
30888,Male,35.0,Sabah,5 orang,8431.833,8431.833
30895,Male,38.0,Sabah,4 orang,8434.333,4551.3335
30911,Female,46.0,Sabah,1 orang,8443.0,8443.0
30916,Female,53.0,Sabah,3 orang,8446.167,4835.0
30919,Male,49.0,Sabah,6 orang dan lebih,8449.167,6348.3335
30930,Male,49.0,Sabah,6 orang dan lebih,8452.083,4120.4165
30940,Female,44.0,Sabah,2 orang,8455.75,4239.5835
30942,Male,60.0,Sabah,6 orang dan lebih,8456.667,6490.0
30956,Female,34.0,Sabah,3 orang,8464.75,8464.75
30957,Male,38.0,Sabah,4 orang,8464.917,3671.4167
30970,Male,60.0,Sabah,3 orang,8471.917,4637.8335
30977,Male,67.0,Sabah,6 orang dan lebih,8473.75,8473.75
30980,Female,57.0,Sabah,4 orang,8475.5,2270.8333
30982,Male,30.0,Sabah,3 orang,8476.5,3715.8333
30991,Male,38.0,Sabah,5 orang,8483.333,8483.333
30993,Male,49.0,Sabah,6 orang dan lebih,8483.5,2837.0
30995,Male,56.0,Sabah,3 orang,8484.167,1855.0
31009,Male,37.0,Sabah,5 orang,8495.0,5576.75
31012,Male,66.0,Sabah,3 orang,8495.417,8495.417
31020,Male,41.0,Sabah,5 orang,8503.0,4399.4165
31022,Male,60.0,Sabah,4 orang,8504.167,6647.6665
31032,Male,50.0,Sabah,6 orang dan lebih,8509.292,5315.2915
31038,Female,45.0,Sabah,4 orang,8511.833,8511.833
31042,Male,45.0,Sabah,6 orang dan lebih,8513.667,3891.6667
31044,Male,57.0,Sabah,4 orang,8514.0,1984.0
31055,Male,59.0,Sabah,4 orang,8520.417,6109.1665
31062,Male,56.0,Sabah,6 orang dan lebih,8527.25,4969.0835
31067,Male,58.0,Sabah,5 orang,8531.0,3363.4167
31068,Male,46.0,Sabah,5 orang,8532.0,5677.75
31071,Male,39.0,Sabah,3 orang,8533.333,8533.333
31077,Male,41.0,Sabah,4 orang,8536.417,5128.9165
31088,Male,58.0,Sabah,5 orang,8541.75,6248.5
31089,Female,48.0,Sabah,5 orang,8541.833,5466.8335
31090,Male,45.0,Sabah,5 orang,8542.333,5119.6665
31095,Female,39.0,Sabah,3 orang,8546.25,3928.5833
31097,Male,33.0,Sabah,1 orang,8546.417,8546.417
31098,Male,37.0,Sabah,4 orang,8547.833,6952.0
31102,Female,26.0,Sabah,2 orang,8550.333,4525.1665
31106,Male,49.0,Sabah,6 orang dan lebih,8554.167,5637.5
31128,Male,59.0,Sabah,4 orang,8562.917,8562.917
31136,Male,48.0,Sabah,6 orang dan lebih,8568.667,8568.667
31142,Male,39.0,Sabah,2 orang,8572.917,8572.917
31144,Male,38.0,Sabah,4 orang,8573.5,5670.6665
31149,Male,54.0,Sabah,6 orang dan lebih,8576.667,6429.6665
31155,Male,42.0,Sabah,4 orang,8580.75,8580.75
31161,Male,67.0,Sabah,6 orang dan lebih,8584.667,5634.6665
31162,Male,50.0,Sabah,6 orang dan lebih,8584.75,5572.25
31168,Female,42.0,Sabah,6 orang dan lebih,8587.0,6453.6665
31170,Male,53.0,Sabah,6 orang dan lebih,8587.917,8587.917
31175,Male,84.0,Sabah,2 orang,8589.917,3858.3333
31185,Female,76.0,Sabah,6 orang dan lebih,8594.75,2125.0
31186,Male,36.0,Sabah,5 orang,8594.833,2781.0
31202,Male,56.0,Sabah,6 orang dan lebih,8600.0,4600.0
31214,Male,44.0,Sabah,5 orang,8605.0,4648.3335
31228,Male,60.0,Sabah,2 orang,8616.333,8616.333
31232,Female,50.0,Sabah,6 orang dan lebih,8619.583,8619.583
31233,Male,47.0,Sabah,6 orang dan lebih,8620.333,4772.9165
31240,Male,59.0,Sabah,4 orang,8625.333,6152.6665
31242,Female,38.0,Sabah,1 orang,8626.667,8626.667
31253,Male,44.0,Sabah,5 orang,8632.5,5587.5
31254,Male,73.0,Sabah,6 orang dan lebih,8632.917,2747.0833
31263,Male,55.0,Sabah,4 orang,8639.083,7789.0835
31269,Male,34.0,Sabah,5 orang,8643.167,5258.5
31270,Male,54.0,Sabah,5 orang,8643.5,6920.0835
31303,Female,68.0,Sabah,6 orang dan lebih,8661.083,1290.3334
31307,Male,39.0,Sabah,6 orang dan lebih,8662.667,5192.0
31312,Male,66.0,Sabah,6 orang dan lebih,8663.5,3485.3333
31316,Male,70.0,Sabah,5 orang,8665.0,2522.5
31325,Male,33.0,Sabah,6 orang dan lebih,8670.292,4746.7915
31332,Male,55.0,Sabah,6 orang dan lebih,8674.167,5775.0
31339,Male,60.0,Sabah,5 orang,8680.5,2295.0
31344,Male,48.0,Sabah,4 orang,8682.333,1682.8334
31358,Male,50.0,Sabah,6 orang dan lebih,8690.833,3975.5833
31367,Male,54.0,Sabah,6 orang dan lebih,8699.167,8699.167
31373,Male,45.0,Sabah,6 orang dan lebih,8701.917,5800.3335
31377,Male,58.0,Sabah,5 orang,8705.5,6739.3335
31401,Male,32.0,Sabah,3 orang,8720.5,4911.3335
31414,Male,33.0,Sabah,5 orang,8725.667,5397.0
31415,Male,36.0,Sabah,6 orang dan lebih,8727.333,4356.6665
31420,Male,55.0,Sabah,5 orang,8729.167,4267.3335
31423,Male,32.0,Sabah,6 orang dan lebih,8731.083,6903.1665
31425,Female,45.0,Sabah,1 orang,8733.333,8733.333
31428,Male,46.0,Sabah,6 orang dan lebih,8735.0,4567.8335
31435,Male,42.0,Sabah,6 orang dan lebih,8745.833,1768.3334
31443,Male,62.0,Sabah,6 orang dan lebih,8749.333,2923.3333
31448,Male,30.0,Sabah,3 orang,8753.25,8753.25
31454,Female,39.0,Sabah,4 orang,8756.333,6276.3335
31480,Male,45.0,Sabah,5 orang,8774.0,5289.3335
31494,Male,72.0,Sabah,4 orang,8788.917,4112.6665
31500,Male,58.0,Sabah,1 orang,8792.167,8792.167
31505,Male,38.0,Sabah,4 orang,8795.667,5393.1665
31513,Male,61.0,Sabah,3 orang,8800.167,5016.6665
31514,Male,59.0,Sabah,4 orang,8800.583,1512.5
31523,Male,44.0,Sabah,5 orang,8806.5,8806.5
31532,Male,62.0,Sabah,5 orang,8813.333,4207.3335
31540,Female,27.0,Sabah,3 orang,8815.417,3466.9167
31549,Male,59.0,Sabah,6 orang dan lebih,8822.25,4160.25
31583,Male,40.0,Sabah,6 orang dan lebih,8847.333,7111.5835
31593,Male,45.0,Sabah,4 orang,8858.333,4108.3335
31596,Male,61.0,Sabah,2 orang,8860.0,8826.667
31599,Male,40.0,Sabah,3 orang,8860.333,8860.333
31600,Male,42.0,Sabah,4 orang,8861.5,8861.5
31609,Male,43.0,Sabah,2 orang,8867.75,4172.5835
31628,Female,36.0,Sabah,6 orang dan lebih,8881.167,4645.9165
31632,Male,49.0,Sabah,1 orang,8882.5,8882.5
31640,Female,64.0,Sabah,5 orang,8886.083,4168.6665
31642,Female,30.0,Sabah,6 orang dan lebih,8887.667,3144.9167
31654,Male,44.0,Sabah,5 orang,8896.667,8896.667
31669,Female,37.0,Sabah,4 orang,8902.333,4631.0835
31677,Female,29.0,Sabah,4 orang,8906.667,4840.0
31678,Male,37.0,Sabah,4 orang,8907.583,8907.583
31680,Male,52.0,Sabah,6 orang dan lebih,8909.0,3110.75
31687,Female,73.0,Sabah,1 orang,8912.0,8912.0
31696,Male,36.0,Sabah,3 orang,8916.667,4908.3335
31699,Male,56.0,Sabah,6 orang dan lebih,8917.125,6924.625
31703,Female,21.0,Sabah,4 orang,8920.0,8920.0
31713,Female,33.0,Sabah,6 orang dan lebih,8925.833,7359.1665
31742,Female,30.0,Sabah,4 orang,8947.333,3516.8333
31748,Male,57.0,Sabah,6 orang dan lebih,8951.583,2624.8333
31749,Male,55.0,Sabah,4 orang,8951.833,5606.8335
31751,Male,43.0,Sabah,6 orang dan lebih,8952.667,5225.0
31752,Male,52.0,Sabah,6 orang dan lebih,8952.75,2729.1667
31754,Male,37.0,Sabah,5 orang,8956.0,2995.0
31764,Male,55.0,Sabah,5 orang,8960.75,4295.6665
31768,Male,60.0,Sabah,5 orang,8963.333,5647.0835
31777,Male,41.0,Sabah,6 orang dan lebih,8970.5,4622.1665
31778,Male,38.0,Sabah,6 orang dan lebih,8971.0,5731.0
31790,Male,42.0,Sabah,4 orang,8981.333,4750.5
31791,Male,39.0,Sabah,3 orang,8982.083,4140.1665
31796,Male,61.0,Sabah,4 orang,8986.167,2871.6667
31797,Male,44.0,Sabah,5 orang,8986.417,3271.4167
31801,Male,29.0,Sabah,5 orang,8990.25,2062.5
31808,Male,33.0,Sabah,4 orang,8993.667,4873.9165
31810,Male,62.0,Sabah,6 orang dan lebih,8996.083,2207.0
31826,Male,45.0,Sabah,6 orang dan lebih,9005.333,3354.1667
31829,Female,74.0,Sabah,5 orang,9009.0,5496.8335
31831,Female,61.0,Sabah,6 orang dan lebih,9009.583,2880.3333
31834,Male,56.0,Sabah,6 orang dan lebih,9010.5,6209.6665
31852,Male,48.0,Sabah,3 orang,9017.667,9017.667
31858,Male,54.0,Sabah,5 orang,9018.583,4129.4585
31861,Female,48.0,Sabah,3 orang,9019.667,4478.3335
31873,Male,51.0,Sabah,6 orang dan lebih,9027.417,9027.417
31874,Male,42.0,Sabah,6 orang dan lebih,9028.333,4124.8335
31906,Male,66.0,Sabah,6 orang dan lebih,9049.0,2531.0
31941,Male,53.0,Sabah,4 orang,9077.5,4570.1665
31949,Female,53.0,Sabah,4 orang,9080.5,7324.3335
31968,Female,53.0,Sabah,5 orang,9091.333,2976.8333
31971,Female,33.0,Sabah,3 orang,9094.167,9094.167
31974,Male,42.0,Sabah,4 orang,9099.333,9099.333
31977,Male,59.0,Sabah,6 orang dan lebih,9100.417,4911.0
31995,Male,29.0,Sabah,4 orang,9113.5,4001.9167
31999,Female,76.0,Sabah,5 orang,9115.833,8445.0
32004,Female,29.0,Sabah,3 orang,9123.583,3490.6667
32006,Male,50.0,Sabah,6 orang dan lebih,9125.5,4401.0
32015,Male,51.0,Sabah,4 orang,9133.333,5662.5
32017,Female,69.0,Sabah,2 orang,9133.333,9133.333
32026,Female,44.0,Sabah,4 orang,9139.5,2705.4167
32028,Male,52.0,Sabah,4 orang,9140.5,9140.5
32041,Male,67.0,Sabah,4 orang,9151.0,5999.8335
32052,Male,56.0,Sabah,5 orang,9156.5,3208.4167
32057,Female,44.0,Sabah,3 orang,9159.083,3671.25
32067,Male,50.0,Sabah,4 orang,9164.167,9164.167
32068,Male,64.0,Sabah,2 orang,9166.667,9125.0
32074,Male,53.0,Sabah,6 orang dan lebih,9170.0,4713.3335
32078,Male,49.0,Sabah,6 orang dan lebih,9172.5,2205.0
32088,Male,52.0,Sabah,2 orang,9179.083,7696.6665
32093,Male,43.0,Sabah,5 orang,9182.917,3412.0833
32106,Male,54.0,Sabah,5 orang,9190.0,5454.1665
32112,Male,56.0,Sabah,6 orang dan lebih,9195.917,4921.75
32113,Male,47.0,Sabah,5 orang,9196.667,9196.667
32115,Male,53.0,Sabah,3 orang,9197.333,9197.333
32128,Female,66.0,Sabah,2 orang,9205.5,9205.5
32131,Male,59.0,Sabah,5 orang,9206.25,6788.5835
32136,Male,29.0,Sabah,3 orang,9209.5,6454.1665
32144,Male,58.0,Sabah,4 orang,9214.167,3614.1667
32148,Male,37.0,Sabah,6 orang dan lebih,9217.167,3898.0
32151,Male,55.0,Sabah,4 orang,9218.0,6485.0
32152,Male,69.0,Sabah,6 orang dan lebih,9218.167,3511.6667
32153,Male,45.0,Sabah,4 orang,9218.167,7343.1665
32154,Male,74.0,Sabah,6 orang dan lebih,9218.75,2083.3333
32157,Male,59.0,Sabah,6 orang dan lebih,9220.333,3190.0
32158,Male,58.0,Sabah,5 orang,9222.25,2513.5
32162,Male,33.0,Sabah,1 orang,9225.0,9225.0
32163,Male,48.0,Sabah,4 orang,9226.167,4304.4165
32164,Male,41.0,Sabah,5 orang,9226.833,7226.8335
32168,Male,36.0,Sabah,5 orang,9229.167,5935.6665
32173,Male,70.0,Sabah,3 orang,9233.333,1329.1666
32174,Male,32.0,Sabah,2 orang,9234.167,4434.9165
32182,Male,68.0,Sabah,3 orang,9241.833,9241.833
32185,Male,64.0,Sabah,4 orang,9245.75,6355.0835
32210,Male,57.0,Sabah,6 orang dan lebih,9265.333,2595.75
32225,Male,43.0,Sabah,1 orang,9278.0,9278.0
32226,Male,44.0,Sabah,6 orang dan lebih,9278.667,3348.0417
32230,Male,32.0,Sabah,6 orang dan lebih,9280.333,4740.3335
32234,Male,80.0,Sabah,3 orang,9283.333,5183.3335
32245,Male,63.0,Sabah,3 orang,9291.667,5350.0
32251,Male,59.0,Sabah,6 orang dan lebih,9294.0,7803.0
32253,Male,41.0,Sabah,2 orang,9294.667,1583.3334
32276,Male,44.0,Sabah,4 orang,9312.083,6291.5
32291,Male,54.0,Sabah,3 orang,9322.667,2106.6667
32300,Male,35.0,Sabah,3 orang,9329.583,9329.583
32314,Male,62.0,Sabah,3 orang,9339.5,7346.5
32329,Male,64.0,Sabah,6 orang dan lebih,9346.833,2738.3333
32340,Female,40.0,Sabah,6 orang dan lebih,9356.917,2171.5
32342,Male,42.0,Sabah,4 orang,9358.5,5414.6665
32362,Male,48.0,Sabah,2 orang,9376.417,9376.417
32370,Male,58.0,Sabah,3 orang,9382.25,9382.25
32372,Female,58.0,Sabah,2 orang,9383.0,9383.0
32376,Male,53.0,Sabah,2 orang,9384.667,4927.3335
32390,Male,38.0,Sabah,1 orang,9395.667,9395.667
32399,Female,34.0,Sabah,3 orang,9405.333,9405.333
32402,Male,47.0,Sabah,6 orang dan lebih,9407.667,5055.3335
32403,Female,49.0,Sabah,1 orang,9408.583,9408.583
32406,Male,46.0,Sabah,6 orang dan lebih,9412.0,3973.5
32407,Male,34.0,Sabah,6 orang dan lebih,9412.167,4920.0
32412,Male,55.0,Sabah,3 orang,9415.083,7594.8335
32420,Female,35.0,Sabah,3 orang,9418.667,3611.1667
32423,Male,33.0,Sabah,3 orang,9419.833,5260.5
32439,Male,52.0,Sabah,3 orang,9435.167,9435.167
32452,Male,31.0,Sabah,4 orang,9441.917,5378.0835
32460,Male,45.0,Sabah,6 orang dan lebih,9447.167,5005.25
32469,Male,43.0,Sabah,6 orang dan lebih,9451.667,5805.5
32471,Male,36.0,Sabah,4 orang,9452.417,9452.417
32480,Female,63.0,Sabah,2 orang,9458.333,4679.1665
32494,Male,48.0,Sabah,6 orang dan lebih,9474.0,9474.0
32503,Female,52.0,Sabah,4 orang,9480.083,6929.9165
32509,Male,49.0,Sabah,3 orang,9489.917,9489.917
32510,Female,38.0,Sabah,2 orang,9490.0,8482.667
32515,Female,50.0,Sabah,2 orang,9492.833,8701.0
32518,Male,32.0,Sabah,3 orang,9495.333,5347.6665
32519,Male,62.0,Sabah,6 orang dan lebih,9497.5,3370.8333
32534,Female,45.0,Sabah,2 orang,9510.583,9510.583
32545,Male,60.0,Sabah,3 orang,9520.25,4580.1665
32550,Male,36.0,Sabah,2 orang,9523.5,4772.1665
32551,Male,71.0,Sabah,2 orang,9525.0,9525.0
32552,Female,38.0,Sabah,4 orang,9525.167,4243.3335
32564,Male,49.0,Sabah,5 orang,9539.0,1747.5
32568,Female,43.0,Sabah,3 orang,9542.167,6621.0
32590,Male,31.0,Sabah,5 orang,9560.542,4092.4167
32591,Male,29.0,Sabah,4 orang,9562.417,8529.333
32593,Female,41.0,Sabah,4 orang,9563.083,6591.4165
32603,Male,45.0,Sabah,3 orang,9573.25,7296.3335
32609,Male,36.0,Sabah,6 orang dan lebih,9578.333,3470.8333
32627,Male,40.0,Sabah,4 orang,9591.667,6383.3335
32631,Female,57.0,Sabah,5 orang,9597.667,4685.8335
32632,Male,38.0,Sabah,1 orang,9600.0,9600.0
32641,Female,47.0,Sabah,3 orang,9607.417,9607.417
32649,Male,53.0,Sabah,6 orang dan lebih,9611.667,1996.6666
32655,Male,41.0,Sabah,6 orang dan lebih,9613.167,5701.6665
32658,Male,52.0,Sabah,5 orang,9615.0,9615.0
32660,Male,73.0,Sabah,3 orang,9616.5,7212.5
32661,Male,73.0,Sabah,2 orang,9619.0,6994.0
32666,Male,32.0,Sabah,3 orang,9624.208,5415.875
32674,Male,34.0,Sabah,5 orang,9628.667,5943.4165
32680,Male,57.0,Sabah,3 orang,9632.333,9632.333
32682,Male,65.0,Sabah,6 orang dan lebih,9632.5,3280.0
32691,Male,41.0,Sabah,4 orang,9639.167,4952.8335
32695,Female,81.0,Sabah,6 orang dan lebih,9640.25,1081.3334
32712,Male,58.0,Sabah,6 orang dan lebih,9651.333,3260.3333
32719,Male,41.0,Sabah,6 orang dan lebih,9660.583,9660.583
32730,Male,34.0,Sabah,5 orang,9672.333,4873.0
32738,Male,48.0,Sabah,5 orang,9681.167,9681.167
32740,Female,52.0,Sabah,4 orang,9681.833,3305.6667
32747,Female,31.0,Sabah,6 orang dan lebih,9685.0,3360.8333
32758,Male,60.0,Sabah,5 orang,9692.167,3838.0833
32763,Male,58.0,Sabah,3 orang,9697.167,4978.3335
32768,Male,31.0,Sabah,6 orang dan lebih,9699.833,3210.4167
32771,Male,67.0,Sabah,2 orang,9701.333,9701.333
32772,Female,58.0,Sabah,6 orang dan lebih,9701.667,6362.4165
32775,Male,75.0,Sabah,6 orang dan lebih,9705.167,2445.0
32782,Female,51.0,Sabah,3 orang,9710.333,7750.0
32789,Female,37.0,Sabah,2 orang,9713.25,5540.25
32790,Male,38.0,Sabah,5 orang,9713.417,3583.3333
32795,Male,57.0,Sabah,6 orang dan lebih,9717.5,3507.5
32799,Male,32.0,Sabah,3 orang,9720.333,3723.5
32805,Male,64.0,Sabah,6 orang dan lebih,9723.5,6047.9165
32810,Male,40.0,Sabah,5 orang,9727.333,4694.5
32812,Male,41.0,Sabah,2 orang,9729.333,7366.0
32824,Male,49.0,Sabah,6 orang dan lebih,9739.167,7789.5
32826,Male,60.0,Sabah,5 orang,9740.792,2992.5
32828,Male,49.0,Sabah,6 orang dan lebih,9743.333,5316.6665
32829,Male,41.0,Sabah,5 orang,9744.417,6108.5835
32837,Male,38.0,Sabah,2 orang,9750.917,5946.25
32840,Female,75.0,Sabah,6 orang dan lebih,9753.0,3919.6667
32841,Female,32.0,Sabah,4 orang,9753.417,3980.1667
32842,Male,31.0,Sabah,3 orang,9754.5,2737.1667
32847,Male,26.0,Sabah,2 orang,9758.167,4675.1665
32852,Male,53.0,Sabah,6 orang dan lebih,9762.167,8891.333
32853,Female,42.0,Sabah,6 orang dan lebih,9762.25,2659.0833
32854,Female,37.0,Sabah,2 orang,9762.333,3954.6667
32869,Female,46.0,Sabah,6 orang dan lebih,9772.667,5810.1665
32874,Male,30.0,Sabah,2 orang,9775.833,5064.1665
32880,Male,56.0,Sabah,3 orang,9782.75,4810.4165
32890,Male,57.0,Sabah,6 orang dan lebih,9793.5,3184.4167
32892,Male,59.0,Sabah,2 orang,9793.833,9793.833
32897,Female,65.0,Sabah,5 orang,9795.25,7130.5835
32906,Female,54.0,Sabah,3 orang,9803.333,9720.0
32913,Male,52.0,Sabah,6 orang dan lebih,9807.083,3329.5833
32917,Male,63.0,Sabah,6 orang dan lebih,9813.75,3116.9167
32928,Male,34.0,Sabah,6 orang dan lebih,9826.667,9526.667
32934,Male,40.0,Sabah,6 orang dan lebih,9833.0,5016.3335
32941,Male,60.0,Sabah,6 orang dan lebih,9838.5,1796.1666
32960,Male,50.0,Sabah,6 orang dan lebih,9857.333,9857.333
32961,Female,26.0,Sabah,6 orang dan lebih,9857.333,3331.3333
32965,Male,36.0,Sabah,6 orang dan lebih,9859.167,4075.8333
32969,Female,56.0,Sabah,4 orang,9864.583,7114.6665
32974,Male,56.0,Sabah,6 orang dan lebih,9870.167,7429.3335
32976,Female,30.0,Sabah,6 orang dan lebih,9874.667,4608.8335
32982,Male,58.0,Sabah,5 orang,9880.5,9576.333
32996,Male,60.0,Sabah,6 orang dan lebih,9891.583,6951.25
32999,Female,43.0,Sabah,2 orang,9891.917,9891.917
33011,Male,39.0,Sabah,6 orang dan lebih,9902.0,2833.0
33016,Male,45.0,Sabah,6 orang dan lebih,9905.417,9636.667
33025,Male,28.0,Sabah,4 orang,9911.75,5739.25
33027,Female,47.0,Sabah,3 orang,9913.083,5914.1665
33036,Male,60.0,Sabah,4 orang,9921.333,5366.0835
33041,Male,71.0,Sabah,1 orang,9925.0,9925.0
33059,Female,36.0,Sabah,3 orang,9935.667,7016.3335
33060,Female,27.0,Sabah,1 orang,9935.917,9935.917
33067,Male,39.0,Sabah,2 orang,9939.667,5922.6665
33069,Male,63.0,Sabah,6 orang dan lebih,9940.0,5762.5
33078,Male,44.0,Sabah,3 orang,9945.0,9945.0
33083,Male,30.0,Sabah,4 orang,9948.333,5917.3335
33087,Male,51.0,Sabah,5 orang,9951.417,5837.5
33108,Male,52.0,Sabah,4 orang,9971.917,3342.0833
33120,Male,49.0,Sabah,3 orang,9988.667,9988.667
33124,Male,41.0,Sabah,4 orang,9993.5,7000.0
33132,Female,29.0,Sabah,4 orang,10001.333,6706.3335
33133,Female,64.0,Sabah,6 orang dan lebih,10001.417,1941.3334
33162,Female,44.0,Sabah,6 orang dan lebih,10019.75,10019.75
33173,Male,36.0,Sabah,6 orang dan lebih,10024.0,10024.0
33200,Male,45.0,Sabah,6 orang dan lebih,10050.0,7807.3335
33208,Male,40.0,Sabah,2 orang,10054.167,5013.3335
33218,Male,30.0,Sabah,4 orang,10059.25,3183.0
33228,Male,24.0,Sabah,2 orang,10065.0,10065.0
33238,Female,31.0,Sabah,4 orang,10074.667,7781.8335
33246,Male,23.0,Sabah,4 orang,10079.75,2910.9167
33250,Male,47.0,Sabah,4 orang,10081.333,1854.1666
33256,Female,68.0,Sabah,2 orang,10084.417,10084.417
33268,Male,37.0,Sabah,5 orang,10100.5,10100.5
33272,Male,37.0,Sabah,2 orang,10105.0,5338.3335
33278,Male,31.0,Sabah,6 orang dan lebih,10110.583,6175.75
33297,Female,35.0,Sabah,3 orang,10120.75,5038.0835
33299,Male,60.0,Sabah,2 orang,10123.167,5473.5
33310,Male,63.0,Sabah,4 orang,10133.167,3994.0833
33312,Male,32.0,Sabah,6 orang dan lebih,10135.167,5920.8335
33315,Male,49.0,Sabah,4 orang,10135.667,5025.0
33320,Male,42.0,Sabah,6 orang dan lebih,10144.583,5191.6665
33327,Male,52.0,Sabah,6 orang dan lebih,10149.0,10149.0
33332,Male,63.0,Sabah,6 orang dan lebih,10154.583,3415.0833
33333,Male,34.0,Sabah,2 orang,10154.667,6900.1665
33337,Female,56.0,Sabah,4 orang,10157.917,8078.75
33358,Male,64.0,Sabah,6 orang dan lebih,10175.0,1616.6666
33361,Female,57.0,Sabah,2 orang,10177.5,9378.167
33362,Male,57.0,Sabah,3 orang,10178.667,6271.0
33369,Male,41.0,Sabah,2 orang,10184.417,3720.0833
33372,Female,62.0,Sabah,6 orang dan lebih,10188.0,2979.6667
33382,Male,84.0,Sabah,3 orang,10193.417,3716.6667
33395,Male,45.0,Sabah,2 orang,10210.0,3110.0
33403,Male,61.0,Sabah,2 orang,10216.667,10216.667
33415,Female,52.0,Sabah,1 orang,10224.5,10224.5
33426,Male,62.0,Sabah,5 orang,10236.667,3576.5
33427,Male,47.0,Sabah,4 orang,10236.667,4651.0
33435,Male,49.0,Sabah,5 orang,10241.667,4798.3335
33439,Male,48.0,Sabah,6 orang dan lebih,10248.833,6513.1665
33445,Female,40.0,Sabah,6 orang dan lebih,10252.083,3812.5
33464,Male,66.0,Sabah,6 orang dan lebih,10264.667,6625.1665
33467,Male,38.0,Sabah,4 orang,10266.667,6445.5
33475,Male,49.0,Sabah,4 orang,10279.417,2241.0833
33477,Male,32.0,Sabah,6 orang dan lebih,10281.25,4469.25
33481,Male,57.0,Sabah,2 orang,10288.417,10288.417
33495,Male,44.0,Sabah,5 orang,10302.75,10302.75
33501,Male,32.0,Sabah,3 orang,10309.0,1990.0
33506,Male,43.0,Sabah,3 orang,10311.583,8032.4165
33511,Male,44.0,Sabah,3 orang,10316.583,4139.9165
33521,Male,49.0,Sabah,5 orang,10327.5,6395.0
33527,Male,55.0,Sabah,6 orang dan lebih,10336.75,2707.3333
33530,Female,32.0,Sabah,3 orang,10339.167,6933.3335
33540,Male,25.0,Sabah,2 orang,10353.083,7135.5
33550,Female,37.0,Sabah,1 orang,10359.667,10359.667
33552,Male,60.0,Sabah,4 orang,10361.333,9740.5
33558,Male,50.0,Sabah,5 orang,10364.167,4615.8335
33562,Male,55.0,Sabah,6 orang dan lebih,10370.75,1753.3334
33571,Male,39.0,Sabah,5 orang,10377.0,10377.0
33575,Male,46.0,Sabah,6 orang dan lebih,10378.25,7361.75
33578,Male,48.0,Sabah,6 orang dan lebih,10379.917,6141.5835
33585,Female,43.0,Sabah,1 orang,10383.167,10383.167
33599,Male,42.0,Sabah,2 orang,10400.583,4345.8335
33607,Female,48.0,Sabah,2 orang,10406.667,10406.667
33609,Female,63.0,Sabah,3 orang,10409.583,6861.6665
33612,Male,58.0,Sabah,6 orang dan lebih,10414.667,6801.1665
33625,Male,31.0,Sabah,6 orang dan lebih,10436.333,5325.0
33644,Male,52.0,Sabah,4 orang,10455.25,7960.4165
33645,Male,53.0,Sabah,6 orang dan lebih,10455.333,6404.0
33646,Male,41.0,Sabah,3 orang,10457.333,10457.333
33655,Male,38.0,Sabah,5 orang,10464.5,4119.8335
33657,Male,52.0,Sabah,1 orang,10469.167,10469.167
33665,Male,38.0,Sabah,5 orang,10475.0,10475.0
33670,Male,49.0,Sabah,6 orang dan lebih,10482.833,6372.8335
33672,Female,56.0,Sabah,2 orang,10485.917,7251.75
33674,Male,54.0,Sabah,5 orang,10489.917,9810.75
33679,Male,56.0,Sabah,6 orang dan lebih,10499.75,9719.75
33692,Male,30.0,Sabah,5 orang,10510.5,5641.4165
33694,Male,66.0,Sabah,4 orang,10514.167,4615.8335
33700,Male,57.0,Sabah,3 orang,10519.167,2558.3333
